Date,1Y,2Y,3Y,4Y,6M,6M_1Y,2Y_6M,3Y_6M,4Y_6M,5Y,7Y,10Y,7Y_5Y,10Y_5Y
,,,,,,,,,,33.4062,26.4925,30.3418,-6.9137,-3.0644

,,,,,,,,,,46.355,43.901,49.0712,-2.454,2.7162

,,,,,,,,,,32.1251,31.9527,30.5227,-0.1723,-1.6024

,,,,,,,,,,12.3333,13.8009,20.1272,1.4676,7.7938

,,,,,,,,,,9.7,11.9798,18.3022,2.2797,8.6021

,,,,,,,,,,11.875,13.2625,20.6751,1.3875,8.8001

,,,,,,,,,,12.203,,21.3582,,9.1552

,,,,,,,,,,9.3201,11.1182,14.182,1.7981,4.8619

,,,,,,,,,,7.85,11.0825,14.6552,3.2325,6.8052

,,,,,,,,,,7.6875,10.627,14.6651,2.9395,6.9776

,,,,,,,,,,8,10.462,14.0367,2.462,6.0367

,,,,,,,,,,8.1875,10.2823,14.8834,2.0947,6.6958

,,,,,,,,,,8.875,12.3062,18.0002,3.4312,9.1251

,,,,,,,,,,9.0001,13.4,18.5002,4.3999,9.5001

,,,,,,,,,,11.1251,16.5,20.7502,5.3749,9.6251

,,,,,,,,,,12.1001,16,21.0001,3.8999,8.9001

,,,,,,,,,,11.6876,16.5,22.0002,4.8124,10.3126

,,,,,,,,,,12.2501,16.7,22.0002,4.4499,9.7501

,,,,,,,,,,13.1429,17.8423,23.0959,4.6994,9.9529

,,,,,,,,,,14.0001,19,26.0002,4.9999,12.0001

,,,,,,,,,,13.8334,20.3521,26.7502,6.5188,12.9168

